epoch,train_loss,val_auprc,val_auroc
1,0.3311818850074465,0.9773088542221189,0.9967791655593942
2,0.13265454081513162,0.955184924178847,0.9938665958012225
3,0.08578011299213094,0.9674288423216522,0.9970130215253786
4,0.08620631368591339,1.0,1.0
5,0.05235362937599301,0.9675934127031557,0.9975551421737975
6,0.017862906571556984,0.9989317507117434,0.999968110550093
7,0.018373189392653748,1.0,1.0
8,0.018329403934964624,0.999294595414211,0.9999787403667287
9,0.004576029324041812,0.998989218328841,0.9999681105500929
10,0.001664025119152767,0.9968951666447663,0.999904331650279
11,0.0017909302572604701,0.9966496119875604,0.9998937018336433
12,0.018857508300399763,0.999294595414211,0.9999787403667287
13,0.015106460403686933,0.996231948210037,0.9998724422003721
14,8.699447724751508e-05,0.9964963585749234,0.9998830720170077
15,0.014803472466015731,0.9976467756010954,0.9999255912835503
16,0.016181580704952743,0.9847819517630838,0.9991815041190539
