epoch,train_loss,val_auprc,val_auroc
1,0.7910993914214932,0.9973684210526315,0.999671052631579
2,0.4278082206659019,0.953285580815945,0.950657894736842
3,0.5704627714406413,0.9999999999999998,1.0
4,0.46461319005520074,0.9999999999999998,1.0
5,0.37152257415069506,0.9999999999999998,1.0
6,0.39966619407024345,0.9597326649958227,0.9924342105263159
7,0.4085430589918461,0.9099819360623547,0.9792763157894737
8,0.3131575406063348,0.9416234865023627,0.9661184210526316
9,0.34000972431956555,0.9761716891910797,0.9970394736842105
10,0.305790792846558,0.6623463623001942,0.8730263157894738
11,0.2775742270882942,0.8896270987381114,0.975
12,0.24477972565783243,0.9128417935693476,0.9871710526315789
13,0.25900256242202496,0.9564942907334211,0.9940789473684211
14,0.15924691633942226,0.9471141971428012,0.993421052631579
15,0.1869692545945079,0.6796184948200202,0.9490131578947367
