epoch,train_loss,val_auprc,val_auroc
1,0.29938171268735503,0.9628772358416051,0.9765399946850917
2,0.1451959909960882,0.9859159143981825,0.9988200903534414
3,0.07543877315822409,0.9827296287951469,0.9984055275046505
4,0.06117034122843536,0.9295941479083022,0.9807281424395429
5,0.06123105433067371,0.9535474842954711,0.9957268137124635
6,0.058225749954335,0.9688510866368802,0.997980334839224
7,0.033124199515536544,0.9979004157458913,0.999936221100186
8,0.011824374697234928,0.9833333333333334,0.9993196917353177
9,0.013571078362678563,0.996231948210037,0.9998724422003721
10,0.00013020557028099324,0.9956130871225211,0.9998511825671007
11,0.0013592534739678564,0.9963706744167249,0.9998830720170078
12,0.01911070366842383,0.9982703750503679,0.9999468509168217
13,0.002567408414861916,0.9982250910705666,0.9999468509168218
14,0.001972200033084193,0.9985617914072671,0.9999574807334574
15,0.002204619243305208,0.9985617914072671,0.9999574807334574
16,0.013055651794480686,0.994201451140133,0.9998086633005581
17,0.011618406169053793,0.9866688409473421,0.9995110284347595
18,5.114453728566374e-05,0.9880300149229069,0.9995854371512092
19,4.787822602976393e-05,0.9882209861095119,0.9995854371512092
20,1.892379511066136e-05,0.9892327163285295,0.9996279564177517
21,1.1037521856097978e-05,0.9897602066916863,0.9996492160510231
22,5.0055711106678764e-05,0.9918588116364697,0.9997342545841085
23,9.734413665896113e-05,0.9886480350404423,0.9995854371512091
24,0.002351318869901465,0.9972272548021716,0.9999149614669146
25,0.015213909364694177,0.9979275616068068,0.9999362211001861
26,0.0003000644935634885,0.9985617914072671,0.9999574807334574
