epoch,train_loss,val_mpjpe,lr
1,0.0968547077804077,0.19651785492897034,0.0003
2,0.08189902022117522,0.22227849066257477,0.0003
3,0.0723619719104069,0.21419048309326172,0.0003
4,0.06906350496702078,0.21563725173473358,0.0003
5,0.06592640934920893,0.2238483726978302,0.0003
6,0.06337945048765438,0.22781671583652496,0.00015
7,0.05945898530686774,0.22313126921653748,0.00015
8,0.05871942343144882,0.21452923119068146,0.00015
9,0.05767945560013376,0.22392871975898743,0.00015
10,0.05662607803213887,0.22268062829971313,0.00015
11,0.05592833582947894,0.20970815420150757,7.5e-05
12,0.05467567249405675,0.2143605649471283,7.5e-05
13,0.05398202903750466,0.218196302652359,7.5e-05
14,0.05374041975634854,0.22090432047843933,7.5e-05
15,0.05345434457427118,0.22163476049900055,7.5e-05
16,0.05313905737385517,0.21584120392799377,3.75e-05
17,0.05265380856467456,0.21716251969337463,3.75e-05
18,0.05223676413297653,0.22143548727035522,3.75e-05
19,0.05189205199116614,0.21480824053287506,3.75e-05
20,0.05174953841218134,0.21497930586338043,3.75e-05
21,0.052146920398241134,0.22152180969715118,1.875e-05
22,0.051409244773591434,0.2169727236032486,1.875e-05
23,0.05155552353073911,0.21994251012802124,1.875e-05
24,0.05155027290669883,0.2191881388425827,1.875e-05
25,0.0511469209521282,0.2212207168340683,1.875e-05
26,0.051121673823856725,0.21737466752529144,9.375e-06
27,0.05085301371972736,0.21737658977508545,9.375e-06
28,0.05097325565974887,0.22162920236587524,9.375e-06
29,0.050972454831367586,0.22005419433116913,9.375e-06
30,0.050893629578555505,0.2215547263622284,9.375e-06
