epoch,train_loss,val_mpjpe,lr
1,0.10301502657910952,0.11964913457632065,0.0003
2,0.08211011663437463,0.12385119497776031,0.0003
3,0.07587062789557072,0.12098845839500427,0.0003
4,0.07159157591656996,0.11709190905094147,0.0003
5,0.06892720473786959,0.11914442479610443,0.0003
6,0.06633708391410227,0.11600250005722046,0.0003
7,0.0632943413220346,0.11978977918624878,0.0003
8,0.061981768042852096,0.12926070392131805,0.0003
9,0.058964664510522895,0.12446468323469162,0.0003
10,0.05843731961571253,0.12470891326665878,0.0003
11,0.058083761107319824,0.13599051535129547,0.00015
12,0.055392391549853176,0.12884612381458282,0.00015
13,0.054464992243223466,0.12249944359064102,0.00015
14,0.05409911787137389,0.12351725995540619,0.00015
15,0.05352591762605768,0.11894937604665756,0.00015
16,0.052713107263955936,0.1179581880569458,7.5e-05
17,0.05149621600643373,0.11295713484287262,7.5e-05
18,0.051025759177998856,0.12166297435760498,7.5e-05
19,0.05122246949646909,0.11373861879110336,7.5e-05
20,0.05059639814023215,0.11538601666688919,7.5e-05
21,0.050467954572433464,0.11778538674116135,7.5e-05
22,0.05015354746809372,0.11905724555253983,3.75e-05
23,0.049647891732792444,0.11606256663799286,3.75e-05
24,0.04918643683553315,0.12142477929592133,3.75e-05
25,0.04902617642297768,0.11158972978591919,3.75e-05
26,0.04884465259070007,0.12041381001472473,3.75e-05
27,0.04871556220146326,0.11343055963516235,3.75e-05
28,0.04867415855495402,0.11664709448814392,3.75e-05
29,0.048510739812627435,0.12147770822048187,3.75e-05
30,0.048328219196544245,0.1164502501487732,1.875e-05
31,0.048011687405120865,0.11841623485088348,1.875e-05
32,0.047993082696428664,0.11730121076107025,1.875e-05
33,0.0478266379975069,0.11919712275266647,1.875e-05
34,0.04770433474690295,0.11722289025783539,1.875e-05
35,0.04758825355495971,0.11754126846790314,9.375e-06
