video_name,start_sec,end_sec,label
yena_fall_normal_01.mp4,0,1,standing
yena_fall_normal_01.mp4,1,3,falling
yena_fall_normal_01.mp4,3,6,lying
yena_fall_normal_01.mp4,6,11,transition
yena_fall_normal_01.mp4,11,12,standing
yena_fall_normal_01.mp4,12,14,falling
yena_fall_normal_01.mp4,14,15,lying
yena_fall_normal_01.mp4,15,22,transition
yena_fall_normal_01.mp4,22,23,standing
yena_fall_normal_01.mp4,23,25,falling
yena_fall_normal_01.mp4,25,28,lying
yena_fall_normal_01.mp4,28,35,transition
yena_fall_normal_01.mp4,35,38,falling
yena_fall_normal_01.mp4,38,42,lying
yena_fall_normal_01.mp4,42,48,transition
yena_fall_normal_01.mp4,48,49,standing
yena_fall_normal_01.mp4,49,51,falling
yena_fall_normal_01.mp4,51,55,lying
yena_fall_normal_01.mp4,55,60,transition
yena_fall_normal_01.mp4,60,63,ignore
yena_fall_normal_01.mp4,63,65,falling
yena_fall_normal_01.mp4,65,67,lying
yena_fall_normal_01.mp4,67,73,transition
yena_fall_normal_01.mp4,73,74,standing
yena_fall_normal_01.mp4,74,76,falling
yena_fall_normal_01.mp4,76,79,lying
yena_fall_normal_01.mp4,79,85,transition
yena_fall_normal_01.mp4,85,86,standing
yena_fall_normal_01.mp4,86,88,falling
yena_fall_normal_01.mp4,88,91,lying
yena_fall_normal_01.mp4,91,97,transition
yena_fall_normal_01.mp4,97,98,standing
yena_fall_normal_01.mp4,98,100,falling
yena_fall_normal_01.mp4,100,105,lying
yena_fall_normal_01.mp4,105,111,transition
yena_fall_normal_01.mp4,111,112,standing
yena_fall_normal_01.mp4,112,114,falling
yena_fall_normal_01.mp4,114,117,lying
yena_fall_normal_01.mp4,117,123,transition
yena_fall_normal_01.mp4,123,124,standing
yena_fall_normal_01.mp4,124,126,falling
yena_fall_normal_01.mp4,126,129,lying
yena_fall_normal_01.mp4,129,135,transition
yena_fall_normal_01.mp4,135,136,standing
yena_fall_normal_01.mp4,136,138,falling
yena_fall_normal_01.mp4,138,142,lying
yena_fall_normal_01.mp4,142,147,transition
yena_fall_normal_01.mp4,147,148,standing
yena_fall_normal_01.mp4,148,150,falling
yena_fall_normal_01.mp4,150,153,lying
yena_fall_normal_01.mp4,153,158,transition
yena_fall_normal_01.mp4,158,159,standing
yena_fall_normal_01.mp4,159,161,falling
yena_fall_normal_01.mp4,161,164,lying
yena_fall_normal_01.mp4,164,170,transition
yena_fall_normal_01.mp4,170,171,standing
yena_fall_normal_01.mp4,171,173,falling
yena_fall_normal_01.mp4,173,176,lying
yena_fall_normal_01.mp4,176,180,ignore
