epoch,train_loss,val_auprc,val_auroc
1,1.1902776769563264,0.10873574184152823,0.7519360226755074
2,0.9321633186833612,0.028541696352342782,0.4524219264058309
3,0.6981011433402697,0.032870532420196566,0.4617224274940528
4,0.5845103028680192,0.028725309260663683,0.4625322670445917
5,0.5357065838026372,0.029812341490764453,0.4165612188085236
6,0.5374128350585297,0.02607455098680625,0.44643670597762813
7,0.43291591717551153,0.032703913545276575,0.5292934149921547
8,0.4120154732388669,0.02897084359455969,0.4260641797843802
9,0.3925781812002832,0.028025025571706923,0.43390950043022725
10,0.3180647030247738,0.026819761042358663,0.3670344687958698
11,0.31784463613734554,0.02670330527392089,0.44779065647618566
12,0.2793321336043178,0.026451558295814845,0.4783114845371261
13,0.2654120334237814,0.026520419757245884,0.4704408564053247
