epoch,train_loss,val_mpjpe,lr
1,0.0975387336665325,0.20954981446266174,0.0003
2,0.08540644425522076,0.21150840818881989,0.0003
3,0.07811822604094998,0.22359241545200348,0.0003
4,0.07439047897632202,0.22405807673931122,0.0003
5,0.07075443309260888,0.22398778796195984,0.0003
6,0.06886252520208279,0.21340934932231903,0.00015
7,0.06471011214209406,0.2171742171049118,0.00015
8,0.06417487086623572,0.21265557408332825,0.00015
9,0.06341283827015523,0.21692176163196564,0.00015
10,0.062128088761414034,0.21573060750961304,0.00015
11,0.0609809791229749,0.21039830148220062,7.5e-05
12,0.059847817410913745,0.21216268837451935,7.5e-05
13,0.059092315625441205,0.21099571883678436,7.5e-05
14,0.05902165446556016,0.21261368691921234,7.5e-05
15,0.05837050940464722,0.21065178513526917,7.5e-05
16,0.057910382538364176,0.21069325506687164,3.75e-05
17,0.057333024281464265,0.21150711178779602,3.75e-05
18,0.056905266357941575,0.20945517718791962,3.75e-05
19,0.057054003386685016,0.21221382915973663,3.75e-05
20,0.0566120400731818,0.21100392937660217,3.75e-05
21,0.05646817509629083,0.21277247369289398,3.75e-05
22,0.05610578758328148,0.20992527902126312,3.75e-05
23,0.056120091191168585,0.21148253977298737,1.875e-05
24,0.05571865302960524,0.21102119982242584,1.875e-05
25,0.05557323653209076,0.2114502638578415,1.875e-05
26,0.05556172850342949,0.21150219440460205,1.875e-05
27,0.05523001090780403,0.21217359602451324,1.875e-05
28,0.05544290647664097,0.21106883883476257,9.375e-06
29,0.05499113482956806,0.21031896770000458,9.375e-06
30,0.054888098573919096,0.21179348230361938,9.375e-06
31,0.05505201381662588,0.2103351354598999,9.375e-06
32,0.0548719402318925,0.21111662685871124,9.375e-06
